Section,Rank,Platform,Name,Handle,Primary URL,Email,Contact,Followers,Profile Likes,Views,Likes,Comments,Shares,Niche,Fit Score,Why Fit,Priority Score,Metrics Source,Notes
New Lookalike,11,TikTok,GLP-1 Weight Loss Mom,glp1weightlossmom,https://www.tiktok.com/@glp1weightlossmom,,TikTok bio,1200,,,,,,GLP mom,5,Mom + GLP weight loss niche,50000,profile only,
New Lookalike,12,TikTok,GLP-1 Over 40,glp1over40journey,https://www.tiktok.com/@glp1over40journey,,TikTok bio,1100,,,,,,Over-40 GLP,5,Over-40 journey alignment,50000,profile only,
New Lookalike,13,TikTok,Chelsea | GlowAgain,glp1story,https://www.tiktok.com/@glp1story,,TikTok bio,982,9021,,,,,GLP-1 journey,5,🫶 my GLP-1 journey & tips using the @GlowAgain app✨,50000,profile only,
New Lookalike,14,TikTok,GLP1WithJess,glp1withjess,https://www.tiktok.com/@glp1withjess,,TikTok bio,755,2450,,,,,GLP-1 journey,5,"36yr weight loss, PCOS, GLP Journey  Chicago",50000,profile only,
New Lookalike,15,TikTok,"DoctorSood, M.D.",doctorsood,https://www.tiktok.com/@doctorsood,doctorsood@dttalent.com,TikTok bio,2800000,95800000,,,,,GLP-1 journey,4,Board Certified MD 👨🏽‍⚕️ Improve your health IQ  Biz: doctorsood@dttalent.com,40000,profile only,
New Lookalike,16,TikTok,MrsClark💋,mrskariclark,https://www.tiktok.com/@mrskariclark,,TikTok bio,1200000,27000000,,,,,GLP-1 journey,4,"Hot flashes, sharp tongue, good hair. I’m her.",40000,profile only,
New Lookalike,17,TikTok,Kelsey Martinez,itsmekelsc,https://www.tiktok.com/@itsmekelsc,kelsc@shinetalentgroup.com,TikTok bio,444400,12700000,,,,,GLP-1 journey,4,Confidence | Beauty | Lifestyle 💕✨🌸💅🏼🎀 kelsc@shinetalentgroup.com  📍LA,40000,profile only,
New Lookalike,18,TikTok,Dr Jennah | WeightDoc,weightdoc,https://www.tiktok.com/@weightdoc,,TikTok bio,343300,5500000,,,,,GLP-1 journey,4,Family & Obesity Medicine MD No medical advice. Views are mine 🤍,40000,profile only,
New Lookalike,19,TikTok,Ashley | Bossfidence,bossfidence,https://www.tiktok.com/@bossfidence,Ashley@thebossfidence.com,TikTok bio,124000,4300000,,,,,GLP-1 journey,4,PCOS. Life After Divorce. Home. Lifestyle. Slym Wellness Clinic 📍 JAX 💌 Ashley@thebossfidence.com,40000,profile only,
New Lookalike,20,TikTok,Elizabeth,elizajane1983,https://www.tiktok.com/@elizajane1983,,TikTok bio,53800,493100,,,,,GLP-1 journey,4,Down 125 Follow my health journey! ⬇️ H E R E,40000,profile only,
New Lookalike,21,TikTok,Dr Megan | Peri/Menopause Care,dr.meganlee,https://www.tiktok.com/@dr.meganlee,,TikTok bio,38100,167500,,,,,GLP-1 journey,4,"Menopause Care Physician VA, DC, MD, WV, FL Book a Consultation ⬇️",40000,profile only,
New Lookalike,22,TikTok,Dr. Ashley Power,drashleypower,https://www.tiktok.com/@drashleypower,,TikTok bio,36200,153300,,,,,GLP-1 journey,4,MD MMEd FRCPC Canadian board certified No medical advice Obesity|Women’s health,40000,profile only,
New Lookalike,23,TikTok,Sharon,shazzaccaaldwell,https://www.tiktok.com/@shazzaccaaldwell,contact@sharonmccandless.co.uk,TikTok bio,21400,176600,,,,,GLP-1 journey,4,contact@sharonmccandless.co.uk Lotus 🪷AD- affiliate/ ambassador 🪷 Code TEAMSHAZ Youtube@sharonMccand,40000,profile only,
New Lookalike,24,TikTok,_.Shakinah,_.shakinah,https://www.tiktok.com/@_.shakinah,,TikTok bio,20600,2300000,,,,,GLP-1 journey,4,31 She/Her   ✨Sagittarius✨ ☀️👙Owner of LVAPPAREL 👙☀️,40000,profile only,
New Lookalike,25,TikTok,MyDarlingDaisyHello,mydarlingdaisyhello,https://www.tiktok.com/@mydarlingdaisyhello,,TikTok bio,19100,62400,,,,,GLP-1 journey,4,🌟Finance Talk You Can Understand | ADHD Coach & Former Educational Therapist 🌟 Not Advice | T&Cs: Li,40000,profile only,
New Lookalike,26,TikTok,analisa 🍒✨🪩,_anaamoraless,https://www.tiktok.com/@_anaamoraless,,TikTok bio,8295,585300,,,,,GLP-1 journey,4,sw ~ 310 cw ~ 243 gw ~ 175 start your journey w me - 150 dc: ANNIE!!  🫂✨💉💕 ↓↓↓,40000,profile only,
New Lookalike,27,TikTok,Britt Tashay,britt_tashay,https://www.tiktok.com/@britt_tashay,,TikTok bio,7005,65700,,,,,GLP-1 journey,4,My Video Diary,40000,profile only,
New Lookalike,28,TikTok,Ja’Courtney T ᥫ᭡。,jacourtneyt,https://www.tiktok.com/@jacourtneyt,Jtrudell02@yahoo.com,TikTok bio,2946,82500,,,,,GLP-1 journey,4,23. Lifestyle | Beauty | Travel 💌:Jtrudell02@yahoo.com,40000,profile only,
New Lookalike,29,TikTok,Losing it with Lisa,losingitwithlisa,https://www.tiktok.com/@losingitwithlisa,boopsydesigns@gmail.com,TikTok bio,2736,597900,,,,,GLP-1 journey,4,✨ Food & Drink | Friendship | Travel | Beauty ✨  💌boopsydesigns@gmail.com,40000,profile only,
New Lookalike,30,TikTok,Ozempic Journey,ozempicjourney,https://www.tiktok.com/@ozempicjourney,,TikTok bio,1800,,,,,,Ozempic,4,Ozempic journey diary,40000,profile only,
New Lookalike,31,TikTok,Wegovy Journey,wegovyjourney,https://www.tiktok.com/@wegovyjourney,,TikTok bio,1500,,,,,,Wegovy,4,Wegovy lifestyle content,40000,profile only,
New Lookalike,32,TikTok,My GLP-1 Journey,myglp1journey,https://www.tiktok.com/@myglp1journey,,TikTok bio,1113,1111,,,,,GLP-1 journey,4,"Documenting my weight loss journey. Hopefully, it helps someone else out there!",40000,profile only,
New Lookalike,33,TikTok,Zepboundjourney,zepboundjourney,https://www.tiktok.com/@zepboundjourney,,TikTok bio,995,12200,,,,,GLP-1 journey,4,"Age 46, 5'3"", 221lbs: Journey started January 3,2024!",40000,profile only,
New Lookalike,34,TikTok,GLP-1 Tips,glp1tipsandtricks,https://www.tiktok.com/@glp1tipsandtricks,,TikTok bio,933,,,,,,GLP-1 tips,4,Tips-and-tricks GLP content,40000,profile only,
IG Lookalike,1,Instagram,MissGreenEyes,missgreeneyes15,https://www.instagram.com/missgreeneyes15/,,IG bio,45000,,,,,,GLP-1 journey,5,Single mom compounded GLP journey,900000,profile only,
IG Lookalike,2,Instagram,Mounjaro Mama,mounjaro_mama,https://www.instagram.com/mounjaro_mama/,,IG bio,8500,,,,,,Mounjaro mom,5,Dedicated mom + Mounjaro niche,170000,profile only,
IG Lookalike,3,Instagram,Britt Tashay,britt_tashay,https://www.instagram.com/britt_tashay/,,IG bio,1496,,,,,,GLP-1 journey,4,Journey Reels; relatable updates,23936,profile only,
IG Lookalike,4,Instagram,Meg Conover,glp1_mom,https://www.instagram.com/glp1_mom/,,IG bio,33000,,,,,,GLP-1 mom journey,5,Dedicated GLP-1 mom IG,660000,profile only,
IG Lookalike,5,Instagram,Jesica Denton,lifewithjesnicole,https://www.instagram.com/lifewithjesnicole/,,IG bio,56000,,,,,,Midlife mom wellness,4,56K IG; midlife wellness Reels,896000,profile only,
IG Lookalike,6,Instagram,Marissa,highvibemari,https://www.instagram.com/highvibemari/,,IG bio,12000,,,,,,Compound semaglutide,5,WIEIAD compound sema content,240000,profile only,
IG Lookalike,7,Instagram,Ashley,ashleyglp1,https://www.instagram.com/ashleyglp1/,,IG bio,3800,,,,,,GLP-1 journey,5,Dedicated GLP handle,76000,profile only,
IG Lookalike,8,Instagram,My GLP-1 Journey,myglp1journey,https://www.instagram.com/myglp1journey/,,IG bio,2900,,,,,,GLP-1 diary,4,Weigh-day diary Reels,46400,profile only,
IG Lookalike,9,Instagram,Zepbound Journey,zepboundjourney,https://www.instagram.com/zepboundjourney/,,IG bio,2100,,,,,,Zepbound,5,Brand-specific GLP content,42000,profile only,
IG Lookalike,10,Instagram,Peptide Princess,peptideprincess,https://www.instagram.com/peptideprincess/,,IG bio,1602,,,,,,GLP-1 & peptides,5,Peptide/GLP niche; Patricia Pearls archetype,32040,profile only,
IG Lookalike,11,Instagram,Shay,_.shakinah,https://www.instagram.com/_.shakinah/,,IG bio,9924,,,,,,"Mom 30+, semaglutide",4,Postpartum + semaglutide journey,158784,profile only,
IG Lookalike,12,Instagram,Ja'Courtney Trudell,jacourtneyt,https://www.instagram.com/jacourtneyt/,Jtrudell02@yahoo.com,IG bio,998,,,,,,"Semaglutide, plus-size",4,Plus-size semaglutide journey,15968,profile only,
IG Lookalike,13,Instagram,Lisa,losingitwithlisa,https://www.instagram.com/losingitwithlisa/,boopsydesigns@gmail.com,IG bio,337,,,,,,Weight loss journey,4,High engagement-density micro creator,5392,profile only,
IG Lookalike,14,Instagram,GLP-1 Community,glp1community,https://www.instagram.com/glp1community/,,IG bio,4200,,,,,,GLP-1 support,4,Community-style GLP education Reels,67200,profile only,
IG Lookalike,15,Instagram,GLP-1 Mom Life,glp1momlife,https://www.instagram.com/glp1momlife/,,IG bio,1100,,,,,,GLP-1 mom life,5,Mom-lifestyle GLP framing,22000,profile only,
FB Lookalike,1,Facebook,Marc | My Journey With Marc,MyJourneyWithMarc,https://www.facebook.com/MyJourneyWithMarc,,FB Page,,,,,,,Mounjaro journey,4,Large UK Mounjaro community,20000,profile only,
FB Lookalike,2,Facebook,MissGreenEyes,missgreeneyes15,https://www.facebook.com/missgreeneyes15,,FB Page,1200,,,,,,GLP-1 journey,5,GLP journey Reels cross-posts,6000,profile only,
FB Lookalike,3,Facebook,Smaller Sam PCOS,SmallerSamPCOS,https://www.facebook.com/SmallerSamPCOS,,FB Page,,,,,,,PCOS + GLP,4,PCOS community Page,20000,profile only,
FB Lookalike,4,Facebook,Mounjaro Mama,mounjaro_mama,https://www.facebook.com/mounjaro_mama,,FB Page,,,,,,,Mounjaro mom,5,Mom + Mounjaro niche Page,25000,profile only,
FB Lookalike,5,Facebook,Marissa,highvibemari,https://www.facebook.com/highvibemari,,FB Page,,,,,,,Compound sema,5,PCOS + compound sema community,25000,profile only,
FB Lookalike,6,Facebook,Britt Tashay,britt.tashay,https://www.facebook.com/britt.tashay,,FB Page,,,,,,,GLP-1 journey,4,Journey Reels on Page,20000,profile only,
FB Lookalike,7,Facebook,Meg Conover,glp1_mom,https://www.facebook.com/glp1_mom,,FB Page,,,,,,,GLP-1 mom,5,Dedicated GLP-1 mom Page,25000,profile only,
